squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
0.7550195175658092,0.0202020202020202,0.0,1.0,0.6262626262626264,0.09374687343671836,0.2222222222222222,0.7777777777777777,0.48387096774193594,0.0,1.0,0.4313,0.9004900490049005,0.951111111111111,0.0,0.7000000000000001,0.7551442947635342
0.8075467921129016,0.38383838383838387,1.0,1.0,0.9797979797979799,0.3939769884942471,0.7777777777777777,0.5555555555555556,0.8064516129032313,1.0,0.0,0.3653,0.24352435243524354,0.031111111111111117,1.0,0.2,0.8078537660395443
0.5567310579521569,0.5757575757575758,0.0,1.0,0.18181818181818182,0.34471235617808904,0.5555555555555556,0.7777777777777777,1.0,0.0,0.0,0.2937,0.8851885188518852,0.03888888888888889,1.0,0.9,0.5566300350573183
0.3225603042738465,0.4646464646464647,0.0,0.0,0.050505050505050504,0.2794997498749375,1.0,0.3333333333333333,0.709677419354847,0.0,1.0,0.0659,0.714071407140714,0.2877777777777778,0.0,0.30000000000000004,0.32233895212701197
0.7040336302672405,0.18181818181818182,1.0,1.0,0.8989898989898991,0.38061030515257627,0.2222222222222222,0.6666666666666665,0.0,1.0,0.0,0.8435,0.24282428242824283,0.21333333333333332,1.0,0.4,0.7047234841998081
0.3916925232709439,0.35353535353535354,0.0,1.0,0.16161616161616163,0.39505752876438216,0.7777777777777777,0.5555555555555556,0.709677419354847,0.0,1.0,0.20090000000000002,0.4551455145514552,0.73,0.0,0.1,0.3917721474477905
0.5864578120308277,0.09090909090909093,1.0,1.0,0.98989898989899,0.06450225112556278,1.0,0.8888888888888888,0.1612903225806548,1.0,1.0,0.5930000000000001,0.9452945294529453,0.8311111111111111,0.0,0.5,0.5868141671824411
0.8691822640376339,1.0,1.0,0.0,0.10101010101010102,0.9820110055027513,0.2222222222222222,0.3333333333333333,0.4193548387096797,1.0,0.0,0.6326,0.4747474747474748,0.6155555555555556,0.0,1.0,0.8689633929026681
0.5147933139825843,0.0202020202020202,0.0,0.0,0.6060606060606062,0.09048524262131065,0.7777777777777777,0.2222222222222222,0.709677419354847,1.0,1.0,0.0632,0.5791579157915792,0.7855555555555556,1.0,0.5,0.5145564413282118
0.39632669402462223,0.41414141414141414,0.0,0.0,0.1414141414141414,0.7105152576288144,0.4444444444444445,0.7777777777777777,1.0,1.0,1.0,0.5198,0.5341534153415342,0.5455555555555556,1.0,0.30000000000000004,0.39619820529026
0.23495145631067962,0.20202020202020202,0.0,1.0,0.8989898989898991,0.9110055027513757,0.5555555555555556,0.7777777777777777,0.09677419354838435,1.0,0.0,0.0703,0.08510851085108512,0.6488888888888888,1.0,1.0,0.23569186913080223
0.9646782103893504,0.7373737373737375,1.0,0.0,0.20202020202020202,0.9207203601800901,0.3333333333333333,0.1111111111111111,0.6774193548387188,1.0,1.0,0.5414,0.11711171117111711,0.6844444444444444,1.0,0.9,0.9645361276324913
0.19055149634671203,0.30303030303030304,1.0,0.0,0.04040404040404041,0.07475737868934466,0.1111111111111111,0.8888888888888888,0.5806451612903203,0.0,0.0,0.5387000000000001,0.442944294429443,0.30444444444444446,0.0,0.4,0.19050501259061
0.13009708737864079,0.43434343434343436,1.0,0.0,0.7676767676767677,0.4049224612306153,0.7777777777777777,0.3333333333333333,0.4516129032258078,1.0,0.0,0.17450000000000002,0.07230723072307231,0.5355555555555556,0.0,0.0,0.13109542793343687
0.7975277749974977,0.0202020202020202,0.0,1.0,0.686868686868687,0.5483641820910455,1.0,0.4444444444444445,0.9032258064516157,0.0,1.0,0.8871,0.7116711671167116,0.15555555555555556,0.0,0.7000000000000001,0.7979178764493747
0.7596436793113802,0.595959595959596,1.0,0.0,0.6666666666666667,0.06517258629314657,0.5555555555555556,0.8888888888888888,0.6129032258064484,1.0,1.0,0.4878,0.028002800280028002,0.31555555555555553,1.0,0.5,0.7599701442241886
0.641377239515564,0.8787878787878789,0.0,1.0,0.050505050505050504,0.6173886943471736,0.2222222222222222,0.8888888888888888,0.6774193548387188,1.0,1.0,0.3054,0.012801280128012802,0.6955555555555555,0.0,0.9,0.6412781199484293
0.9937143429086178,0.30303030303030304,1.0,1.0,0.15151515151515152,0.9634217108554277,0.6666666666666665,0.7777777777777777,0.7419354838709751,1.0,1.0,0.32580000000000003,0.6295629562956295,0.2822222222222222,1.0,0.8,0.9937912106605524
0.2590031027925133,0.36363636363636365,1.0,1.0,0.16161616161616163,0.22826413206603302,0.2222222222222222,0.0,0.8387096774193594,0.0,0.0,0.8257,0.2556255625562557,0.06888888888888889,0.0,0.6000000000000001,0.25950923595665293
0.4174056650985888,0.42424242424242425,1.0,1.0,0.09090909090909093,0.8080540270135068,0.8888888888888888,0.4444444444444445,0.8709677419354875,1.0,1.0,0.29500000000000004,0.9572957295729573,0.5244444444444445,1.0,0.5,0.4178834468533789
0.28731858672805527,0.6363636363636365,1.0,1.0,0.494949494949495,0.9771285642821411,0.2222222222222222,0.3333333333333333,0.6129032258064484,1.0,1.0,0.9862000000000001,0.26652665266526654,0.25555555555555554,1.0,0.0,0.2878754141079395
0.9237713942548293,0.11111111111111112,0.0,0.0,0.7777777777777779,0.7201500750375187,0.2222222222222222,0.6666666666666665,0.32258064516129537,0.0,0.0,0.7507,0.9055905590559056,0.8800000000000001,1.0,0.1,0.9237302629710523
